@ NAME             %19s "TRACK.OBS0003.P0001"
@ TYPE             %08s "TRACKOBS"
@ TITLE            %15s "ESR ring optics"
@ ORIGIN           %18s "5.09.03 Windows 64"
@ DATE             %08s "10/01/25"
@ TIME             %08s "18.55.22"
*     NUMBER       TURN                  X                 PX                  Y                 PY                  T                 PT                  S                  E 
$         %d         %d                %le                %le                %le                %le                %le                %le                %le                %le 
          1         26                  0                  0                  0                  0        3214.883743                  0        102.2660955        212.6401694
          1         27                  0                  0                  0                  0        3338.799321                  0        102.2660955        212.6401694
          1         28                  0                  0                  0                  0          3462.7149                  0        102.2660955        212.6401694
          1         29                  0                  0                  0                  0        3586.630479                  0        102.2660955        212.6401694
          1         30                  0                  0                  0                  0        3710.546058                  0        102.2660955        212.6401694
          1         31                  0                  0                  0                  0        3834.461637                  0        102.2660955        212.6401694
          1         32                  0                  0                  0                  0        3958.377216                  0        102.2660955        212.6401694
          1         33                  0                  0                  0                  0        4082.292795                  0        102.2660955        212.6401694
          1         34                  0                  0                  0                  0        4206.208374                  0        102.2660955        212.6401694
          1         35                  0                  0                  0                  0        4330.123953                  0        102.2660955        212.6401694
          1         36                  0                  0                  0                  0        4454.039532                  0        102.2660955        212.6401694
          1         37                  0                  0                  0                  0         4577.95511                  0        102.2660955        212.6401694
          1         38                  0                  0                  0                  0        4701.870689                  0        102.2660955        212.6401694
          1         39                  0                  0                  0                  0        4825.786268                  0        102.2660955        212.6401694
          1         40                  0                  0                  0                  0        4949.701847                  0        102.2660955        212.6401694
          1         41                  0                  0                  0                  0        5073.617426                  0        102.2660955        212.6401694
          1         42                  0                  0                  0                  0        5197.533005                  0        102.2660955        212.6401694
          1         43                  0                  0                  0                  0        5321.448584                  0        102.2660955        212.6401694
          1         44                  0                  0                  0                  0        5445.364163                  0        102.2660955        212.6401694
          1         45                  0                  0                  0                  0        5569.279742                  0        102.2660955        212.6401694
          1         46                  0                  0                  0                  0         5693.19532                  0        102.2660955        212.6401694
          1         47                  0                  0                  0                  0        5817.110899                  0        102.2660955        212.6401694
          1         48                  0                  0                  0                  0        5941.026478                  0        102.2660955        212.6401694
          1         49                  0                  0                  0                  0        6064.942057                  0        102.2660955        212.6401694
          1         50                  0                  0                  0                  0        6188.857636                  0        102.2660955        212.6401694
          1         51                  0                  0                  0                  0        6312.773215                  0        102.2660955        212.6401694
          1         52                  0                  0                  0                  0        6436.688794                  0        102.2660955        212.6401694
          1         53                  0                  0                  0                  0        6560.604373                  0        102.2660955        212.6401694
          1         54                  0                  0                  0                  0        6684.519952                  0        102.2660955        212.6401694
          1         55                  0                  0                  0                  0        6808.435531                  0        102.2660955        212.6401694
          1         56                  0                  0                  0                  0        6932.351109                  0        102.2660955        212.6401694
          1         57                  0                  0                  0                  0        7056.266688                  0        102.2660955        212.6401694
          1         58                  0                  0                  0                  0        7180.182267                  0        102.2660955        212.6401694
          1         59                  0                  0                  0                  0        7304.097846                  0        102.2660955        212.6401694
          1         60                  0                  0                  0                  0        7428.013425                  0        102.2660955        212.6401694
          1         61                  0                  0                  0                  0        7551.929004                  0        102.2660955        212.6401694
          1         62                  0                  0                  0                  0        7675.844583                  0        102.2660955        212.6401694
          1         63                  0                  0                  0                  0        7799.760162                  0        102.2660955        212.6401694
          1         64                  0                  0                  0                  0        7923.675741                  0        102.2660955        212.6401694
          1         65                  0                  0                  0                  0         8047.59132                  0        102.2660955        212.6401694
          1         66                  0                  0                  0                  0        8171.506898                  0        102.2660955        212.6401694
          1         67                  0                  0                  0                  0        8295.422477                  0        102.2660955        212.6401694
          1         68                  0                  0                  0                  0        8419.338056                  0        102.2660955        212.6401694
          1         69                  0                  0                  0                  0        8543.253635                  0        102.2660955        212.6401694
          1         70                  0                  0                  0                  0        8667.169214                  0        102.2660955        212.6401694
          1         71                  0                  0                  0                  0        8791.084793                  0        102.2660955        212.6401694
          1         72                  0                  0                  0                  0        8915.000372                  0        102.2660955        212.6401694
          1         73                  0                  0                  0                  0        9038.915951                  0        102.2660955        212.6401694
          1         74                  0                  0                  0                  0         9162.83153                  0        102.2660955        212.6401694
          1         75                  0                  0                  0                  0        9286.747109                  0        102.2660955        212.6401694
          1         76                  0                  0                  0                  0        9410.662687                  0        102.2660955        212.6401694
          1         77                  0                  0                  0                  0        9534.578266                  0        102.2660955        212.6401694
          1         78                  0                  0                  0                  0        9658.493845                  0        102.2660955        212.6401694
          1         79                  0                  0                  0                  0        9782.409424                  0        102.2660955        212.6401694
          1         80                  0                  0                  0                  0        9906.325003                  0        102.2660955        212.6401694
          1         81                  0                  0                  0                  0        10030.24058                  0        102.2660955        212.6401694
          1         82                  0                  0                  0                  0        10154.15616                  0        102.2660955        212.6401694
          1         83                  0                  0                  0                  0        10278.07174                  0        102.2660955        212.6401694
          1         84                  0                  0                  0                  0        10401.98732                  0        102.2660955        212.6401694
          1         85                  0                  0                  0                  0         10525.9029                  0        102.2660955        212.6401694
          1         86                  0                  0                  0                  0        10649.81848                  0        102.2660955        212.6401694
          1         87                  0                  0                  0                  0        10773.73406                  0        102.2660955        212.6401694
          1         88                  0                  0                  0                  0        10897.64963                  0        102.2660955        212.6401694
          1         89                  0                  0                  0                  0        11021.56521                  0        102.2660955        212.6401694
          1         90                  0                  0                  0                  0        11145.48079                  0        102.2660955        212.6401694
          1         91                  0                  0                  0                  0        11269.39637                  0        102.2660955        212.6401694
          1         92                  0                  0                  0                  0        11393.31195                  0        102.2660955        212.6401694
          1         93                  0                  0                  0                  0        11517.22753                  0        102.2660955        212.6401694
          1         94                  0                  0                  0                  0        11641.14311                  0        102.2660955        212.6401694
          1         95                  0                  0                  0                  0        11765.05869                  0        102.2660955        212.6401694
          1         96                  0                  0                  0                  0        11888.97427                  0        102.2660955        212.6401694
          1         97                  0                  0                  0                  0        12012.88984                  0        102.2660955        212.6401694
          1         98                  0                  0                  0                  0        12136.80542                  0        102.2660955        212.6401694
          1         99                  0                  0                  0                  0          12260.721                  0        102.2660955        212.6401694
          1        100                  0                  0                  0                  0        12384.63658                  0        102.2660955        212.6401694
          1        101                  0                  0                  0                  0        12508.55216                  0        102.2660955        212.6401694
          1        102                  0                  0                  0                  0        12632.46774                  0        102.2660955        212.6401694
          1        103                  0                  0                  0                  0        12756.38332                  0        102.2660955        212.6401694
          1        104                  0                  0                  0                  0         12880.2989                  0        102.2660955        212.6401694
          1        105                  0                  0                  0                  0        13004.21448                  0        102.2660955        212.6401694
          1        106                  0                  0                  0                  0        13128.13005                  0        102.2660955        212.6401694
          1        107                  0                  0                  0                  0        13252.04563                  0        102.2660955        212.6401694
          1        108                  0                  0                  0                  0        13375.96121                  0        102.2660955        212.6401694
          1        109                  0                  0                  0                  0        13499.87679                  0        102.2660955        212.6401694
          1        110                  0                  0                  0                  0        13623.79237                  0        102.2660955        212.6401694
          1        111                  0                  0                  0                  0        13747.70795                  0        102.2660955        212.6401694
          1        112                  0                  0                  0                  0        13871.62353                  0        102.2660955        212.6401694
          1        113                  0                  0                  0                  0        13995.53911                  0        102.2660955        212.6401694
          1        114                  0                  0                  0                  0        14119.45469                  0        102.2660955        212.6401694
          1        115                  0                  0                  0                  0        14243.37026                  0        102.2660955        212.6401694
          1        116                  0                  0                  0                  0        14367.28584                  0        102.2660955        212.6401694
          1        117                  0                  0                  0                  0        14491.20142                  0        102.2660955        212.6401694
          1        118                  0                  0                  0                  0          14615.117                  0        102.2660955        212.6401694
          1        119                  0                  0                  0                  0        14739.03258                  0        102.2660955        212.6401694
          1        120                  0                  0                  0                  0        14862.94816                  0        102.2660955        212.6401694
          1        121                  0                  0                  0                  0        14986.86374                  0        102.2660955        212.6401694
          1        122                  0                  0                  0                  0        15110.77932                  0        102.2660955        212.6401694
          1        123                  0                  0                  0                  0         15234.6949                  0        102.2660955        212.6401694
          1        124                  0                  0                  0                  0        15358.61047                  0        102.2660955        212.6401694
          1        125                  0                  0                  0                  0        15482.52605                  0        102.2660955        212.6401694
          1        126                  0                  0                  0                  0        15606.44163                  0        102.2660955        212.6401694
          1        127                  0                  0                  0                  0        15730.35721                  0        102.2660955        212.6401694
          1        128                  0                  0                  0                  0        15854.27279                  0        102.2660955        212.6401694
          1        129                  0                  0                  0                  0        15978.18837                  0        102.2660955        212.6401694
          1        130                  0                  0                  0                  0        16102.10395                  0        102.2660955        212.6401694
          1        131                  0                  0                  0                  0        16226.01953                  0        102.2660955        212.6401694
          1        132                  0                  0                  0                  0        16349.93511                  0        102.2660955        212.6401694
          1        133                  0                  0                  0                  0        16473.85068                  0        102.2660955        212.6401694
          1        134                  0                  0                  0                  0        16597.76626                  0        102.2660955        212.6401694
          1        135                  0                  0                  0                  0        16721.68184                  0        102.2660955        212.6401694
          1        136                  0                  0                  0                  0        16845.59742                  0        102.2660955        212.6401694
          1        137                  0                  0                  0                  0          16969.513                  0        102.2660955        212.6401694
          1        138                  0                  0                  0                  0        17093.42858                  0        102.2660955        212.6401694
          1        139                  0                  0                  0                  0        17217.34416                  0        102.2660955        212.6401694
          1        140                  0                  0                  0                  0        17341.25974                  0        102.2660955        212.6401694
          1        141                  0                  0                  0                  0        17465.17532                  0        102.2660955        212.6401694
          1        142                  0                  0                  0                  0        17589.09089                  0        102.2660955        212.6401694
          1        143                  0                  0                  0                  0        17713.00647                  0        102.2660955        212.6401694
          1        144                  0                  0                  0                  0        17836.92205                  0        102.2660955        212.6401694
          1        145                  0                  0                  0                  0        17960.83763                  0        102.2660955        212.6401694
          1        146                  0                  0                  0                  0        18084.75321                  0        102.2660955        212.6401694
          1        147                  0                  0                  0                  0        18208.66879                  0        102.2660955        212.6401694
          1        148                  0                  0                  0                  0        18332.58437                  0        102.2660955        212.6401694
          1        149                  0                  0                  0                  0        18456.49995                  0        102.2660955        212.6401694
          1        150                  0                  0                  0                  0        18580.41553                  0        102.2660955        212.6401694
          1        151                  0                  0                  0                  0         18704.3311                  0        102.2660955        212.6401694
          1        152                  0                  0                  0                  0        18828.24668                  0        102.2660955        212.6401694
          1        153                  0                  0                  0                  0        18952.16226                  0        102.2660955        212.6401694
          1        154                  0                  0                  0                  0        19076.07784                  0        102.2660955        212.6401694
          1        155                  0                  0                  0                  0        19199.99342                  0        102.2660955        212.6401694
          1        156                  0                  0                  0                  0          19323.909                  0        102.2660955        212.6401694
          1        157                  0                  0                  0                  0        19447.82458                  0        102.2660955        212.6401694
          1        158                  0                  0                  0                  0        19571.74016                  0        102.2660955        212.6401694
          1        159                  0                  0                  0                  0        19695.65574                  0        102.2660955        212.6401694
          1        160                  0                  0                  0                  0        19819.57131                  0        102.2660955        212.6401694
          1        161                  0                  0                  0                  0        19943.48689                  0        102.2660955        212.6401694
          1        162                  0                  0                  0                  0        20067.40247                  0        102.2660955        212.6401694
          1        163                  0                  0                  0                  0        20191.31805                  0        102.2660955        212.6401694
          1        164                  0                  0                  0                  0        20315.23363                  0        102.2660955        212.6401694
          1        165                  0                  0                  0                  0        20439.14921                  0        102.2660955        212.6401694
          1        166                  0                  0                  0                  0        20563.06479                  0        102.2660955        212.6401694
          1        167                  0                  0                  0                  0        20686.98037                  0        102.2660955        212.6401694
          1        168                  0                  0                  0                  0        20810.89595                  0        102.2660955        212.6401694
          1        169                  0                  0                  0                  0        20934.81152                  0        102.2660955        212.6401694
          1        170                  0                  0                  0                  0         21058.7271                  0        102.2660955        212.6401694
          1        171                  0                  0                  0                  0        21182.64268                  0        102.2660955        212.6401694
          1        172                  0                  0                  0                  0        21306.55826                  0        102.2660955        212.6401694
          1        173                  0                  0                  0                  0        21430.47384                  0        102.2660955        212.6401694
          1        174                  0                  0                  0                  0        21554.38942                  0        102.2660955        212.6401694
          1        175                  0                  0                  0                  0          21678.305                  0        102.2660955        212.6401694
          1        176                  0                  0                  0                  0        21802.22058                  0        102.2660955        212.6401694
          1        177                  0                  0                  0                  0        21926.13616                  0        102.2660955        212.6401694
          1        178                  0                  0                  0                  0        22050.05174                  0        102.2660955        212.6401694
          1        179                  0                  0                  0                  0        22173.96731                  0        102.2660955        212.6401694
          1        180                  0                  0                  0                  0        22297.88289                  0        102.2660955        212.6401694
          1        181                  0                  0                  0                  0        22421.79847                  0        102.2660955        212.6401694
          1        182                  0                  0                  0                  0        22545.71405                  0        102.2660955        212.6401694
          1        183                  0                  0                  0                  0        22669.62963                  0        102.2660955        212.6401694
          1        184                  0                  0                  0                  0        22793.54521                  0        102.2660955        212.6401694
          1        185                  0                  0                  0                  0        22917.46079                  0        102.2660955        212.6401694
          1        186                  0                  0                  0                  0        23041.37637                  0        102.2660955        212.6401694
          1        187                  0                  0                  0                  0        23165.29195                  0        102.2660955        212.6401694
          1        188                  0                  0                  0                  0        23289.20752                  0        102.2660955        212.6401694
          1        189                  0                  0                  0                  0         23413.1231                  0        102.2660955        212.6401694
          1        190                  0                  0                  0                  0        23537.03868                  0        102.2660955        212.6401694
          1        191                  0                  0                  0                  0        23660.95426                  0        102.2660955        212.6401694
          1        192                  0                  0                  0                  0        23784.86984                  0        102.2660955        212.6401694
          1        193                  0                  0                  0                  0        23908.78542                  0        102.2660955        212.6401694
          1        194                  0                  0                  0                  0          24032.701                  0        102.2660955        212.6401694
          1        195                  0                  0                  0                  0        24156.61658                  0        102.2660955        212.6401694
          1        196                  0                  0                  0                  0        24280.53216                  0        102.2660955        212.6401694
          1        197                  0                  0                  0                  0        24404.44773                  0        102.2660955        212.6401694
          1        198                  0                  0                  0                  0        24528.36331                  0        102.2660955        212.6401694
          1        199                  0                  0                  0                  0        24652.27889                  0        102.2660955        212.6401694
          1        200                  0                  0                  0                  0        24776.19447                  0        102.2660955        212.6401694
          1        201                  0                  0                  0                  0        24900.11005                  0        102.2660955        212.6401694
          1        202                  0                  0                  0                  0        25024.02563                  0        102.2660955        212.6401694
          1        203                  0                  0                  0                  0        25147.94121                  0        102.2660955        212.6401694
          1        204                  0                  0                  0                  0        25271.85679                  0        102.2660955        212.6401694
          1        205                  0                  0                  0                  0        25395.77237                  0        102.2660955        212.6401694
          1        206                  0                  0                  0                  0        25519.68794                  0        102.2660955        212.6401694
          1        207                  0                  0                  0                  0        25643.60352                  0        102.2660955        212.6401694
          1        208                  0                  0                  0                  0         25767.5191                  0        102.2660955        212.6401694
          1        209                  0                  0                  0                  0        25891.43468                  0        102.2660955        212.6401694
          1        210                  0                  0                  0                  0        26015.35026                  0        102.2660955        212.6401694
          1        211                  0                  0                  0                  0        26139.26584                  0        102.2660955        212.6401694
          1        212                  0                  0                  0                  0        26263.18142                  0        102.2660955        212.6401694
          1        213                  0                  0                  0                  0          26387.097                  0        102.2660955        212.6401694
          1        214                  0                  0                  0                  0        26511.01258                  0        102.2660955        212.6401694
          1        215                  0                  0                  0                  0        26634.92815                  0        102.2660955        212.6401694
          1        216                  0                  0                  0                  0        26758.84373                  0        102.2660955        212.6401694
          1        217                  0                  0                  0                  0        26882.75931                  0        102.2660955        212.6401694
          1        218                  0                  0                  0                  0        27006.67489                  0        102.2660955        212.6401694
          1        219                  0                  0                  0                  0        27130.59047                  0        102.2660955        212.6401694
          1        220                  0                  0                  0                  0        27254.50605                  0        102.2660955        212.6401694
          1        221                  0                  0                  0                  0        27378.42163                  0        102.2660955        212.6401694
          1        222                  0                  0                  0                  0        27502.33721                  0        102.2660955        212.6401694
          1        223                  0                  0                  0                  0        27626.25279                  0        102.2660955        212.6401694
          1        224                  0                  0                  0                  0        27750.16836                  0        102.2660955        212.6401694
          1        225                  0                  0                  0                  0        27874.08394                  0        102.2660955        212.6401694
          1        226                  0                  0                  0                  0        27997.99952                  0        102.2660955        212.6401694
          1        227                  0                  0                  0                  0         28121.9151                  0        102.2660955        212.6401694
          1        228                  0                  0                  0                  0        28245.83068                  0        102.2660955        212.6401694
          1        229                  0                  0                  0                  0        28369.74626                  0        102.2660955        212.6401694
          1        230                  0                  0                  0                  0        28493.66184                  0        102.2660955        212.6401694
          1        231                  0                  0                  0                  0        28617.57742                  0        102.2660955        212.6401694
          1        232                  0                  0                  0                  0          28741.493                  0        102.2660955        212.6401694
          1        233                  0                  0                  0                  0        28865.40857                  0        102.2660955        212.6401694
          1        234                  0                  0                  0                  0        28989.32415                  0        102.2660955        212.6401694
          1        235                  0                  0                  0                  0        29113.23973                  0        102.2660955        212.6401694
          1        236                  0                  0                  0                  0        29237.15531                  0        102.2660955        212.6401694
          1        237                  0                  0                  0                  0        29361.07089                  0        102.2660955        212.6401694
          1        238                  0                  0                  0                  0        29484.98647                  0        102.2660955        212.6401694
          1        239                  0                  0                  0                  0        29608.90205                  0        102.2660955        212.6401694
          1        240                  0                  0                  0                  0        29732.81763                  0        102.2660955        212.6401694
          1        241                  0                  0                  0                  0        29856.73321                  0        102.2660955        212.6401694
          1        242                  0                  0                  0                  0        29980.64878                  0        102.2660955        212.6401694
          1        243                  0                  0                  0                  0        30104.56436                  0        102.2660955        212.6401694
          1        244                  0                  0                  0                  0        30228.47994                  0        102.2660955        212.6401694
          1        245                  0                  0                  0                  0        30352.39552                  0        102.2660955        212.6401694
          1        246                  0                  0                  0                  0         30476.3111                  0        102.2660955        212.6401694
          1        247                  0                  0                  0                  0        30600.22668                  0        102.2660955        212.6401694
          1        248                  0                  0                  0                  0        30724.14226                  0        102.2660955        212.6401694
          1        249                  0                  0                  0                  0        30848.05784                  0        102.2660955        212.6401694
          1        250                  0                  0                  0                  0        30971.97342                  0        102.2660955        212.6401694
          1        251                  0                  0                  0                  0        31095.88899                  0        102.2660955        212.6401694
          1        252                  0                  0                  0                  0        31219.80457                  0        102.2660955        212.6401694
          1        253                  0                  0                  0                  0        31343.72015                  0        102.2660955        212.6401694
          1        254                  0                  0                  0                  0        31467.63573                  0        102.2660955        212.6401694
          1        255                  0                  0                  0                  0        31591.55131                  0        102.2660955        212.6401694
          1        256                  0                  0                  0                  0        31715.46689                  0        102.2660955        212.6401694
